0.040051,-8.0828e-16,8.2832e-15,7.327e-17,-5.0784e-16,7.2544e-15,3.6601e-16,-2.4368e-15,2.1226e-15,-1.706e-15,-8.7711e-16,-9.2618e-15,3.0585e-15,3.5342e-15,6.4267e-15,-1.8928e-15,2.2823e-15,1.1501e-15,3.8546e-15,-2.9256e-15,6.5053e-16,3.7661e-15,1.0774e-14,-1.9109e-15,-1.2304e-15,5.4698e-15,1.8152e-15,-4.8513e-15,6.35e-15,-1.4215e-15,-2.6877e-15,7.145e-15,8.3466e-15,-2.35e-15,-1.1508e-15,-1.2808e-14,-2.5497e-15,-8.5562e-15,8.1297e-15,-8.7734e-15,-2.7438e-15,9.1725e-15,1.0394e-17,1.2735e-14,9.7081e-15,2.804e-15,7.575e-16,-4.211e-15,3.1772e-15,-5.5771e-16
-8.0897e-16,0.040051,-1.4679e-15,1.7387e-15,-1.0145e-15,-1.0528e-14,-5.1055e-16,-7.9982e-15,4.3603e-16,-1.2595e-14,-1.0511e-15,-3.0929e-15,4.5058e-15,-5.0758e-15,1.0959e-14,-5.8814e-15,8.3774e-15,-6.333e-15,1.0962e-14,-1.3834e-15,-5.6758e-15,-7.2643e-15,8.358e-15,5.9641e-15,-8.4275e-15,-2.3299e-15,-1.8567e-15,-1.1034e-15,-6.3382e-15,-1.2952e-15,6.6577e-15,7.1619e-15,-2.6642e-14,-3.3708e-15,-5.844e-15,-1.0068e-14,-8.909e-15,2.686e-15,5.206e-16,4.5503e-15,2.306e-15,-6.1323e-15,5.643e-15,4.8476e-16,9.9418e-15,-1.7191e-15,-7.071e-15,2.2459e-15,6.9275e-15,-9.1485e-16
8.283e-15,-1.4674e-15,0.040051,-4.3651e-15,7.4598e-15,7.7223e-15,5.927e-16,4.3809e-15,1.1147e-15,1.0563e-14,9.0329e-15,-1.0789e-14,6.5442e-15,-7.5932e-15,-1.4192e-15,6.3478e-15,-5.6475e-15,-1.5969e-14,3.0945e-15,-1.8034e-15,-7.5381e-15,3.6909e-15,-1.9648e-15,4.8776e-15,-4.2107e-15,2.035e-15,2.0358e-15,-9.3654e-15,1.3537e-15,3.8602e-15,-1.0481e-14,2.0089e-15,1.1318e-15,-3.2067e-15,-4.4123e-15,4.8223e-15,4.8659e-15,-4.5279e-15,1.9539e-15,-5.2458e-15,-4.5132e-15,-4.6249e-16,-7.1746e-16,9.5207e-15,-1.3716e-15,-1.1705e-14,-3.4381e-15,3.1699e-15,-4.3773e-15,-9.7977e-15
7.2598e-17,1.738e-15,-4.3656e-15,0.040051,1.0299e-14,-4.3086e-15,9.6e-15,-8.9406e-15,1.3191e-14,1.1606e-16,-3.4039e-16,-9.7347e-15,-1.6678e-15,-9.5838e-17,1.0436e-14,-6.0462e-15,6.307e-15,-9.2402e-15,1.1658e-14,8.9237e-15,-1.2947e-15,-4.7303e-15,-7.2425e-16,7.2647e-15,1.2053e-14,9.1893e-15,-5.6346e-15,2.3117e-15,-3.9191e-15,-2.0051e-15,1.3203e-14,-2.9853e-15,-8.2807e-15,-6.602e-15,1.9108e-15,-7.3431e-15,5.1293e-15,6.4041e-15,7.3471e-15,-6.8792e-15,-8.3255e-15,-2.7119e-15,1.5531e-15,-4.0518e-16,-1.6961e-16,2.8221e-16,-3.8911e-15,-1.2685e-14,-1.3498e-14,-9.2089e-15
-5.0851e-16,-1.0153e-15,7.4592e-15,1.03e-14,0.040051,-5.0507e-16,2.4228e-15,3.0994e-15,1.4029e-14,-1.6643e-15,7.7084e-16,-8.9277e-15,-2.075e-15,-1.5039e-14,-2.6903e-15,-5.6875e-15,3.2233e-15,2.3672e-15,8.489e-15,8.0949e-16,2.6839e-15,-4.0911e-15,5.1464e-15,4.8397e-15,-4.5536e-17,4.5561e-15,-1.219e-15,3.1252e-15,4.989e-15,-1.1294e-15,3.7165e-15,-2.7376e-16,6.0475e-15,-6.5097e-15,-4.9527e-15,-1.4824e-15,-2.2657e-15,-6.2259e-15,-3.8055e-16,1.5768e-15,1.8621e-15,-1.5143e-15,-1.5242e-15,3.4377e-16,1.5292e-15,-1.3221e-14,4.3695e-15,-6.8307e-15,-1.039e-14,1.9923e-15
7.253e-15,-1.0526e-14,7.7216e-15,-4.3085e-15,-5.0425e-16,0.040051,5.0463e-15,-2.9494e-15,-1.1718e-14,4.848e-15,1.1824e-14,-3.2967e-15,-4.9997e-16,-7.7556e-17,3.6476e-15,1.4803e-14,-2.1719e-15,1.4302e-14,-8.9795e-15,2.6175e-15,-8.9663e-16,1.0773e-14,-3.3318e-15,8.4652e-15,1.9557e-15,-7.3479e-15,1.7121e-15,-4.4319e-15,-5.2502e-15,2.3153e-16,-1.294e-14,6.0606e-15,1.2815e-14,4.5207e-15,8.4457e-15,1.6959e-15,1.8966e-14,-1.0354e-14,-3.2069e-15,4.3944e-15,3.1445e-15,4.9696e-15,2.6782e-15,2.9041e-15,-5.4886e-15,1.4439e-15,-1.2671e-14,4.0492e-15,1.3812e-14,1.3065e-17
3.6502e-16,-5.11e-16,5.9378e-16,9.5987e-15,2.4233e-15,5.0467e-15,0.040051,-1.5824e-14,-6.5091e-16,-2.3977e-14,-4.3325e-15,8.1874e-16,1.5547e-15,5.3992e-15,3.305e-15,7.899e-16,-9.7941e-17,-8.8749e-16,1.6421e-15,7.486e-15,-4.6647e-15,-1.618e-14,7.3784e-15,-4.1166e-15,-1.1384e-15,1.3174e-14,1.7767e-14,-3.5213e-15,-7.8249e-15,4.401e-15,1.3762e-14,1.7372e-15,-3.158e-15,2.7679e-15,8.8505e-16,-6.9371e-15,6.716e-15,1.2831e-15,5.1743e-15,-9.4001e-15,5.7844e-16,-5.1663e-15,2.9591e-15,8.1501e-15,1.1749e-15,4.7561e-16,2.0621e-15,-9.8191e-15,-7.7062e-17,-2.2825e-15
-2.4367e-15,-7.9976e-15,4.3808e-15,-8.9409e-15,3.0997e-15,-2.9498e-15,-1.5824e-14,0.040051,8.8615e-16,1.2817e-14,-5.3834e-15,5.5973e-15,1.2124e-15,-8.5735e-15,-2.9484e-15,9.5642e-17,-2.8164e-15,-6.2131e-16,-6.5828e-15,-7.027e-15,9.6333e-15,9.6145e-15,-4.5673e-15,4.2174e-15,2.6344e-15,2.0723e-15,-1.1255e-14,-4.8754e-15,5.3026e-15,-5.0463e-15,-6.8367e-15,-6.9937e-15,9.4571e-15,-3.872e-15,4.6562e-15,4.2823e-15,-4.9409e-15,6.5471e-15,-9.9084e-15,7.5243e-15,2.3907e-15,8.0887e-15,4.0722e-15,-1.4385e-14,1.5115e-16,-1.4017e-15,3.3558e-15,4.183e-15,-1.5001e-14,-2.1398e-15
2.1214e-15,4.3546e-16,1.1145e-15,1.3189e-14,1.4027e-14,-1.172e-14,-6.5061e-16,8.8631e-16,0.040051,2.6095e-15,3.4496e-15,-1.0255e-14,3.6307e-15,-7.1823e-15,-5.3114e-15,-1.4026e-14,6.6316e-15,-3.2748e-15,3.9859e-15,4.586e-15,6.085e-15,-1.3515e-14,8.4112e-15,3.7572e-15,4.5645e-16,1.3913e-14,4.9484e-16,5.5507e-15,6.325e-15,-4.0877e-15,-3.9746e-15,-1.8691e-16,-5.1805e-15,-1.1955e-14,-4.4578e-15,-3.8597e-15,-6.2356e-15,-7.2643e-15,-1.4023e-15,1.8472e-15,-1.96e-15,-5.8827e-15,3.3475e-15,7.1986e-15,4.287e-15,-4.6098e-15,6.1097e-15,-5.1439e-15,-8.5772e-15,-3.0228e-16
-1.7064e-15,-1.2595e-14,1.0564e-14,1.1583e-16,-1.6647e-15,4.8487e-15,-2.3976e-14,1.2818e-14,2.6094e-15,0.040051,4.1422e-15,6.6135e-16,3.0365e-15,-4.0942e-16,-1.0852e-14,1.687e-15,-2.9839e-15,-5.4618e-15,4.9166e-15,-6.911e-15,6.2631e-15,1.4533e-14,-7.0888e-15,6.5858e-15,3.1147e-15,-1.3369e-14,-7.1099e-15,2.7147e-15,5.1129e-15,-6.3186e-15,-1.3944e-14,-5.3927e-15,4.1435e-15,-5.2396e-15,-9.4065e-15,9.2214e-15,-6.8818e-17,1.026e-15,3.4118e-15,-2.6819e-15,-7.4685e-15,4.3756e-15,-6.0556e-15,-1.974e-15,-2.0503e-15,1.4075e-14,-1.0043e-14,4.6278e-16,1.5275e-14,-9.5171e-15
