,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,4.9810451724325715e-08,0.0005181510448579114,0.002051602404800514,0.00460485749064159,0.008178018703553263,0.012760017788066999,0.01835271484647617,0.02498273641104612,0.03266349871493,0.04129497875336566,0.05100388640216483,0.06169008753534349,0.07332833903361388,0.08601480496359046,0.09979695958851253,0.11461949652420039,0.13049795899004543,0.147113065626911,0.16509973505102005,0.18386026584462997,0.20357273706241896,0.22468083067085334,0.24589738868294972,0.2695428531813945,0.2929397699151836,0.3183530796941608,0.3439647400399809,0.37052740476955415,0.39863059417433566,0.42737528532994207,0.4580149549450393,0.48925893821795163,0.5206216314743657,0.5540930000545055,0.5879257451465546,0.623195582305873,0.6592418689030837,0.6970633192290286,0.7347239489730981,0.77392741240382,0.8134936138070589,0.8547759129770276,0.897430438594622,0.9398553483570931,0.9842573891036879,1.030531985841878,1.0762796301148323,1.122933685448486,1.1724554190917007,1.2220969481679413,1.2718633602768656,1.323767768546885,1.3751029302304474,1.4292971251298074,1.4820271426699625,1.5396070831581035,1.5940655771437442,1.6517295779421879,1.7118498573507739,1.7675329185069164,1.8326025265240737,1.8901215759930807,1.9552668066741579,2.018831798712265,2.0860309030973507,2.148171128820638,2.2144519090232224,2.2842276014716623,2.3506679491674958,2.4206650643793566,2.4917799961713714,2.566778395145545,2.637798624781779,2.7129601787410236,2.787794411076347,2.861126816664644,2.939891789250349,3.0179599924727936,3.0956086912587804,3.1709553248272875,3.254056201152623,3.341201208379086,3.421401286810465,3.5043001241265452,3.5913374521734482,3.6736907564956827,3.759628957531859,3.8477268549388794,3.9376364815477105,4.023619221214629,4.119341015668993,4.2139241241296705,4.304786620747381,4.399670081915789,4.500907513350148,4.593950280439632,4.691032341098083,4.788515237283875,4.883510276497851,4.9882935004789335
1,4.987916141130741e-08,0.0005187457196731193,0.0020517069689767204,0.004603929890274247,0.008182644635910353,0.012786556302482604,0.018338828987389404,0.02502388635706996,0.03260335115100934,0.04121486172653001,0.05087648676290322,0.06160413370017706,0.07348084863155001,0.08605757927929358,0.09975490931626994,0.11424471477607596,0.130314756274471,0.14692018163297363,0.16456683012785603,0.18409376776165262,0.20344171646688944,0.2245893072912037,0.24591257324609753,0.2696727218306265,0.29348044813392304,0.3179512512647387,0.34436371865396864,0.3715431153463923,0.3981688680755402,0.4281489196815854,0.457336184408199,0.48773080140601394,0.5202036460774282,0.5550469911105869,0.5873504542120008,0.622220423716167,0.6596596935318368,0.6971846982725665,0.7349755432014188,0.7727804648652714,0.8132185007788544,0.8553297136282574,0.8974272140487771,0.9398544172545854,0.9850127547321197,1.0292365143618447,1.0769031054416522,1.1240484466249578,1.173654948216858,1.2182798869180145,1.2737125822433735,1.3194393251890655,1.3736542300808463,1.4285807635586185,1.4894744301834333,1.5415623789569406,1.5922333272129081,1.6502444073015905,1.7090210834940927,1.767642066535534,1.8281927526713648,1.8919621292844822,1.9539906760269825,2.014302261509159,2.083102378167327,2.1435661717173726,2.216603772260709,2.280452992796721,2.3519767309376656,2.418578228370349,2.497108257958893,2.56647216795953,2.632680990880793,2.7104693733906493,2.787966588309679,2.8637221855033643,2.944420149950563,3.021716470753643,3.0918610155353203,3.1820856346226405,3.262284567161296,3.336510582262073,3.4140549113668888,3.4958535239736417,3.595749946503472,3.6764618477328925,3.7632823253504757,3.841337912560718,3.9326495887909414,4.023723682563848,4.117605297347683,4.202763539415017,4.310462195342176,4.397862475596179,4.482173505651627,4.587549452349682,4.691849186574039,4.7758770395011965,4.893704356572444,4.9761775115455595
2,4.996382580095964e-08,0.0005198236436331843,0.002058959297431746,0.004617456925221487,0.008195316527002403,0.012792538102774498,0.01840912165253778,0.025045067176292242,0.032700374674037865,0.041375044145774684,0.051069075591502665,0.06178246901122184,0.07351522440493216,0.08626734177263373,0.10003882111432641,0.1148296624300103,0.1306398657196854,0.1474694309833516,0.165318358221009,0.1841866474326576,0.2040742986182974,0.2249813117779284,0.24690768691155052,0.26985342401916385,0.29381852310076845,0.3188029841563641,0.3448068071859509,0.3718299921895288,0.3998725391670981,0.42893444811865844,0.4590157190442101,0.4901163519437528,0.5222363468172866,0.5553757036648116,0.5895344224863281,0.6247125032818355,0.6609099460513342,0.6981267507948238,0.7363629175123048,0.775618446203777,0.8158933368692403,0.8571875895086953,0.8995012041221404,0.9428341807095775,0.9871865192710053,1.0325582198064245,1.0789492823158353,1.1263597067992366,1.1747894932566298,1.224238641688014,1.2747071520933888,1.3261950244727545,1.3787022588261122,1.432228855153461,1.4867748134548004,1.5423401337301321,1.598924815979454,1.6565288602027672,1.7151522664000725,1.7747950345713677,1.8354571647166544,1.8971386568359332,1.959839510929202,2.0235597269964627,2.0882993050377143,2.1540582450529575,2.2208365470421914,2.2886342110054163,2.3574512369426337,2.4272876248538404,2.4981433747390396,2.57001848659823,2.64291296043141,2.716826796238583,2.7917599940197455,2.8677125537748998,2.944684475504047,3.022675759207182,3.101686404884312,3.18171641253543,3.26276578216054,3.344834513759644,3.4279226073327353,3.512030062879819,3.5971568804008953,3.683303059895962,3.7704686013650184,3.858653504808067,3.9478577702251076,4.038081397616139,4.129324386981161,4.221586738320174,4.3148684516331794,4.409169526920175,4.504489964181162,4.60082976341614,4.698188924625111,4.796567447808068,4.89596533296502,4.996382580095965
3,5.003342212681035e-08,0.0005205477238073351,0.002061827292423728,0.004623888739271307,0.008206732064350068,0.012810357267660012,0.018434764349201153,0.025079953308973474,0.03274592414697697,0.04143267686321167,0.051140211457677526,0.06186852793037459,0.0736176262813028,0.08638750651046226,0.10017816861785285,0.11498961260347466,0.13082183846732767,0.14767484620941185,0.16554863582972712,0.18444320732827374,0.20435856070505143,0.22529469596006038,0.2472516130933004,0.27022931210477175,0.29422779299447427,0.31924705576240786,0.3452871004085727,0.3723479269329686,0.4004295353355959,0.4295319256164542,0.4596550977755439,0.49079905181286454,0.5229637877284165,0.5561493055221995,0.590355605194214,0.6255826867444594,0.6618305501729362,0.6990991954796439,0.7373886226645827,0.7766988317277532,0.8170298226691545,0.8583815954887876,0.9007541501866507,0.9441474867627458,0.9885616052170719,1.0339965055496294,1.080452187760418,1.1279286518494374,1.176425897816689,1.225943925662171,1.2764827353858839,1.3280423269878279,1.3806227004680038,1.4342238558264107,1.4888457930630485,1.5444885121779182,1.6011520131710184,1.6588362960423497,1.7175413607919126,1.7772672074197065,1.8380138359257312,1.8997812463099883,1.9625694385724752,2.0263784127131945,2.0912081687321447,2.157058706629326,2.223930026404738,2.2918221280583806,2.3607350115902563,2.4306686770003614,2.501623124288699,2.5735983534552673,2.646594364500065,2.720611157423097,2.795648732224358,2.8717070889038503,2.948786227461576,3.026886147897529,3.1060068502117173,3.186148334404134,3.2673106004747816,3.3494936484236644,3.432697478250774,3.516922089956116,3.6021674835396906,3.688433659001496,3.775720616341531,3.8640283555597974,3.9533568766562963,4.043706179631027,4.1350762644839865,4.227467131215178,4.320878779824603,4.4153112103122565,4.510764422678141,4.607238416922257,4.704733193044607,4.8032487510451825,4.9027850909239925,5.003342212681035
4,4.984066373574881e-08,0.0005185422655067307,0.00205387198102171,0.004606074779802963,0.008175114869256199,0.012761004180246185,0.018363636039104764,0.024983185340456376,0.03261976744243662,0.041272813887356596,0.0509431890582473,0.06163017369845776,0.07333358156819952,0.08605419075794515,0.09979245567734968,0.11454593908163341,0.1303170782155761,0.14710506066425116,0.16491084438295994,0.18373155550579806,0.20356802619749603,0.22442317273680437,0.2462976226286111,0.2691882286608498,0.2930925506174816,0.31801712692276285,0.34395684988602454,0.3709134220708229,0.3988845263720104,0.42787462859747344,0.4578815741376688,0.4889053629925965,0.520949021317866,0.5540034706466488,0.5880777894457738,0.6231689515596307,0.6592703447855961,0.6964018057315416,0.7345434977895962,0.7737065275682704,0.8138774118499013,0.8550746009193593,0.8972696999336764,0.9405046078008517,0.9847473597472993,1.03000695500848,1.0762833935843927,1.1235766754750378,1.171886800680416,1.2212137692005252,1.2715649674653293,1.322925920967009,1.3752957346492491,1.428690076428288,1.4831012615220591,1.5385138592874932,1.5949741616537998,1.6524358766917682,1.7108972754686689,1.7704098367119023,1.8309220816940677,1.8924665766475557,1.9549971016025955,2.0185598765289585,2.0831515956486983,2.148748438251893,2.215362130076625,2.282992671122893,2.3516264008817576,2.421290235696513,2.491970913826002,2.5636684352702237,2.636398114677285,2.7101140081028636,2.7848782366497993,2.860626954194432,2.9374257555084613,3.0152072735449296,3.0940406712532695,3.1738734029579794,3.2547040774311693,3.3365894140320083,3.419472693401327,3.5033524711500004,3.5882689556857432,3.6742022835362174,3.7611743030939726,3.849119469181363,3.9381033269760324,4.028104028085437,4.119121572509574,4.21115596024844,4.304232194279043,4.3982752656703745,4.493360183353439,4.589488604362327,4.686580548663766,4.784715996291027,4.883896657439438,4.984066373574882
5,4.999289570440801e-08,0.0005201260869086611,0.002060184592981872,0.00462014344941857,0.008200084717915525,0.01279998104457381,0.018420077000159626,0.025059971603690105,0.032719400373516665,0.04139966661283429,0.05109878855028521,0.06181841522591148,0.07355897363175874,0.08631867983945571,0.10009593076897072,0.11489799805693283,0.1307176100667131,0.14755719067718776,0.16541454358381275,0.18429625770022023,0.20419580555372296,0.22511526686148006,0.24705462273997708,0.2700104298700108,0.2939933757699538,0.3189884697916194,0.34500742233966564,0.37204632994587317,0.4001105050382401,0.42918970885704777,0.4592888812765497,0.4904080222967462,0.5225401938493309,0.5557062101392222,0.5898852569615021,0.625084272384476,0.6613034553892596,0.6985422090325073,0.736801130257565,0.7760697157569484,0.8163788785097628,0.8576863175397194,0.9000367719788699,0.943395265393268,0.9877739982224912,1.0331726996524098,1.0795913696830224,1.1270300083143294,1.1754886155463313,1.224967191379027,1.2754488009411757,1.326966629943255,1.3795227304812818,1.4330811807167547,1.4876595995529225,1.5432584513443648,1.5998763430273424,1.6575146676655934,1.7161734772879176,1.7758512227441794,1.836549453184514,1.8982216857270915,1.9610058198672655,2.024763956109684,2.0895143172629718,2.155311517079309,2.2221286719538096,2.28996578188647,2.35885416633219,2.4287321141787723,2.4996300306260517,2.571547915674025,2.644450657422193,2.7184435915720546,2.793384293043613,2.8694191418728616,2.9463977488976774,3.024474566576445,3.103491024984387,3.183567595614985,3.2647074681370305,3.346780602050663,3.4299170378557426,3.5141200871038656,3.5992975639608664,3.685495009418562,3.7726623316576795,3.860949806136036,3.9502071573958117,4.040484477256285,4.131781765717453,4.224099022779313,4.317378924105425,4.411793442705121,4.5071706055690655,4.603506613614476,4.700984837099038,4.7994219057650644,4.898813898646979,4.9992895704408005
6,4.981147172817076e-08,0.0005188050560555335,0.0020527621246635994,0.004611518392745257,0.0081792579122942,0.012769124680657922,0.018356151577102145,0.02498451630120297,0.032630793483289545,0.0412859026523444,0.05101502479060399,0.06160023340519709,0.07329392243438548,0.0860421077866701,0.09968727553365453,0.11441220102030401,0.13024665842351288,0.14718406094680458,0.16502755604925792,0.1837306797779674,0.203491763106773,0.2242628122596993,0.24636424586367567,0.26938440039098266,0.2931749958444313,0.31820009454998743,0.34396474003998084,0.37144382279198385,0.3990825589218808,0.4276148137667043,0.45747989203936723,0.4889580422544898,0.5210206331233858,0.5545119424583995,0.5880889724999769,0.6233720579890482,0.6593878113105488,0.6967931348889767,0.7344857991169282,0.7740821970957951,0.81391064807415,0.8557635480181295,0.8980435333923401,0.9398234582691691,0.9860503789924853,1.0320824884376036,1.0761322713529946,1.123794067217716,1.1722045469633378,1.2222580861700183,1.2729485450959526,1.3229747702913968,1.374436032596094,1.4291925041905522,1.4850637034288021,1.5398894168741895,1.5958830024934336,1.6532829137367138,1.7125537591084106,1.7698016917071189,1.8313820429072893,1.8926575098782976,1.952103447049348,2.019288607170761,2.082974330002928,2.151348059832195,2.2122176063824384,2.284570750688173,2.3512331492545684,2.4239008343276667,2.4896364449058384,2.563445765820618,2.6364329342329875,2.710765725821455,2.783548809372212,2.8601536784004806,2.9404191816614853,3.017032064123595,3.0951561301833004,3.1774483572272882,3.255603475311981,3.3398588420153086,3.421555975343921,3.5032174739774637,3.586025916526415,3.671775919914414,3.765845940850494,3.8543420038599367,3.938907571196453,4.0316430133486545,4.122919303591291,4.217292791622362,4.303830688592086,4.407287060007626,4.496404374342498,4.589876925017519,4.683398992394158,4.790183159410426,4.8896686095514275,4.991545449344128
7,4.9924365844857096e-08,0.0005181769685587909,0.0020569413791846425,0.00459070180200905,0.008169355754311386,0.012727372317273342,0.01836637173455275,0.024973988869138444,0.03262911263635789,0.04126894032172513,0.050946153431233834,0.06158596591365202,0.07335254918834332,0.08601524761502921,0.0998640510763721,0.11467442856810509,0.13051182988664894,0.1468985068742118,0.16487209159782046,0.18378551939479087,0.20337502969303825,0.2243089274249944,0.24577042107610822,0.2687320136342947,0.2933138599276798,0.3181265894052419,0.34436371865396853,0.3710592557503326,0.39899721291357515,0.4275774956895815,0.45805556489298627,0.488800847368314,0.5210116771936617,0.5531776256987769,0.5875085693841211,0.6232204391979583,0.66001889214869,0.6967176735761513,0.733442975831717,0.7751477073263329,0.8130670979216377,0.8555114365927037,0.8999272529139077,0.9445461352729285,0.9865254686833564,1.0297896102427115,1.0757963300533173,1.1227745575898134,1.1709983107657147,1.2237598127403766,1.2685686516758288,1.320904617280298,1.3729279672663317,1.4301508572996857,1.485779223113006,1.5360414029329137,1.592456349283962,1.6512813790281067,1.7073464147246509,1.7709483282869931,1.827421230295291,1.8906569365537043,1.95485555265539,2.0204308266795232,2.0772770963754725,2.1506644074771493,2.220333255432623,2.281778854022607,2.355213845317862,2.4154907174355937,2.4875472173334385,2.5626318721231316,2.633830957387089,2.7147070356215526,2.78260744913397,2.8502578873797,2.9335164267545437,3.0130055481957063,3.0930927764385356,3.171802387816267,3.260400294405418,3.337631957841181,3.4162718292019507,3.5002053353303033,3.5820912398822586,3.67231867898737,3.7593553307429195,3.8500842286699974,3.9370007566356247,4.016492968466308,4.123746420524583,4.217092347954402,4.29829135126627,4.3916540100762145,4.500976895063554,4.582831304713041,4.677208396340898,4.788776092652355,4.8675964368716365,4.992771806779342
8,4.994419701693407e-08,0.0005196192270136893,0.002058151392993486,0.004615642158981966,0.008192097775129742,0.012787521083688117,0.018401922019048972,0.025035206734966037,0.03268749745499795,0.04135878174448515,0.051048479714078665,0.06175818550109004,0.0734863600827138,0.0862336523509728,0.09999954926938957,0.11478444317089992,0.13058872205731442,0.1474118478454774,0.1652535231310635,0.18411455766962798,0.2039923726516207,0.2248932466195443,0.24681123271893587,0.2697480265505825,0.29370318701182335,0.31867752775608305,0.34467152155947717,0.3716835402370982,0.3997147652870253,0.4287668538677631,0.45883618794622677,0.4899247850694385,0.5220309712531769,0.5551585501751473,0.5893036342522119,0.6244664068956288,0.6606507256663667,0.6978534136509424,0.7360747778432548,0.7753138804821615,0.8155735029000948,0.8568474607338958,0.899146083165292,0.9424640242634484,0.9867987627157371,1.0321520785844203,1.0785251638388047,1.1259173044013417,1.1743305802360788,1.2237577951987357,1.2742085094733473,1.3256765207256387,1.3781599938563651,1.4316508813377893,1.4861914316687632,1.5417340124572596,1.5983000150672746,1.6558796356511543,1.7144797956905742,1.7740997591766783,1.8347409746758236,1.8963962377070338,1.9590691344724132,2.022765644688554,2.087481420762968,2.153213525083082,2.2199676985120655,2.2877352714272035,2.3565294667617676,2.4263317729796743,2.497163180739916,2.5690091474372667,2.641876597875903,2.7157616725727824,2.7906664565254182,2.8665896801071264,2.9435299225186187,3.0214883561565773,3.100471955841674,3.180470292608895,3.2614838824657983,3.3435268188414122,3.4265757452365415,3.5106578344423696,3.595747171086634,3.681856037793381,3.7689857473168358,3.857144927460311,3.9463136916089123,4.036497202341782,4.127711627884796,4.2199285429948965,4.313175504540879,4.407438542657625,4.502724204281381,4.599033254045786,4.696350816820556,4.7946926614848415,4.894042964997562,4.9944187107913685
9,5.003906626845442e-08,0.0005206071140056593,0.0020620634216871178,0.004624383932312642,0.008207800994757302,0.012811808635669289,0.018436932593115116,0.02508269643431712,0.03274994186316027,0.04143749622996963,0.05114447381721392,0.06187572435477791,0.07362664764647814,0.08639814050807229,0.1001901269624873,0.11500372109604287,0.1308372516404052,0.14769267002439496,0.16556739190256745,0.18446564445124464,0.20437472602269324,0.2253228529155252,0.2472834146055925,0.27026478563124545,0.29425947413594067,0.31928422098432324,0.3453247930134459,0.3723893063886833,0.40047749613664185,0.4295890064571009,0.4597086138867307,0.49085841078232695,0.523023948605281,0.5562155475125146,0.5904275475179238,0.6256492818444415,0.6619007387213152,0.6991806710434797,0.7374764025943401,0.776793363297728,0.8171144142664681,0.8584766757186695,0.9008422857872311,0.9442564168087741,0.9886708423778121,1.0341119949459547,1.0805732991158816,1.1280552299815831,1.1765718842089927,1.2260815032403014,1.276629830357014,1.3281966751129446,1.3807817326649787,1.4343525293537605,1.4890294620582714,1.5446647562197426,1.6013497040458793,1.6590297029710614,1.7177283109788242,1.7774869452585378,1.8382444608858521,1.9000013927684796,1.962785347265303,2.026614338952856,2.0914697491625374,2.1573072124655557,2.224194808580056,2.2921003138617313,2.361016194690229,2.430966904554911,2.5019012084269443,2.573886520935324,2.6469331122664315,2.7209222136765696,2.79596645288959,2.872062352026058,2.9491670576915032,3.027257650257633,3.1063781633156697,3.1865289205671123,3.2677031684067384,3.3499078599346013,3.433089074063906,3.5173894565414883,3.6025558024407314,3.6888497417144337,3.7761422549388435,3.8645061964490366,3.953826913298207,4.04417947867816,4.135625899515382,4.227939642871327,4.321350460279389,4.415847523593335,4.511287977700186,4.6077944937845965,4.705284005504773,4.80382967290084,4.903384757755142,5.003902278811312
