0.040023,-5.3456e-17,3.902e-17,1.0155e-17,8.8947e-18,2.4285e-17,1.4141e-17,6.8967e-17,-1.0224e-16,1.5156e-17,2.6532e-17,1.569e-17,1.6347e-17,5.5018e-18,2.8309e-17,4.0802e-17,1.381e-17,1.0247e-17,4.2114e-17,-2.1241e-17,1.7271e-18,-5.6501e-17,2.5433e-17,3.2409e-18,5.3594e-17,1.6133e-18,4.2117e-17,1.2578e-16,-3.6e-17,2.7465e-17,-3.779e-18,-1.9511e-17,2.2732e-17,-2.444e-18,4.137e-18,-9.4941e-18,-1.4855e-17,3.4273e-17,-8.4643e-18,1.5804e-17,1.0621e-17,-3.0924e-17,9.7915e-18,4.4119e-18,2.5612e-17,-5.1953e-17,2.4425e-18,-2.8122e-17,1.6329e-17,-1.5317e-18,-3.4955e-17,6.1096e-17,-4.8828e-17,-2.1126e-17,-4.5103e-18,-7.5392e-17,1.8116e-17,-1.7318e-18,-5.6353e-18,6.0971e-17,3.7258e-18,-4.1488e-18,2.0107e-17,4.1009e-17,-1.3154e-17,-6.4194e-17,5.9729e-17,-4.2779e-17,1.1252e-17,2.6492e-17,1.2549e-17,3.1023e-17,2.6027e-18,2.4799e-17,5.9271e-17,-2.8361e-17,1.8235e-17,-1.0451e-17,-7.9093e-18,-3.1498e-18
-5.3961e-17,0.040023,-6.5168e-18,-5.0252e-17,5.8404e-18,1.3183e-17,8.089e-18,-1.178e-17,-1.0665e-17,-9.304e-18,1.1302e-17,-7.5217e-18,-2.8695e-19,-3.362e-18,2.4131e-17,-2.0406e-17,-3.4076e-17,4.6647e-17,3.4963e-17,5.0002e-18,5.6828e-18,1.1106e-17,-5.7637e-17,1.342e-17,-3.8667e-17,4.6568e-19,-5.2077e-17,7.6514e-18,-2.0262e-17,1.1032e-17,-2.8869e-18,2.2507e-17,2.4776e-17,-2.5695e-17,4.5262e-17,-2.6098e-17,1.5521e-17,2.3181e-17,7.8708e-18,-4.6009e-17,-2.1846e-18,-9.0573e-18,2.2476e-17,8.4986e-17,-2.6214e-17,-4.6411e-17,-9.7479e-18,2.7984e-17,-1.5862e-19,-8.4774e-17,-2.0912e-17,3.442e-17,-2.1565e-17,-2.6267e-18,1.1672e-17,4.1572e-18,-2.3148e-17,1.101e-17,-2.0292e-17,9.9619e-18,3.925e-17,-6.5009e-19,-1.5008e-17,1.5943e-17,-4.3036e-18,3.3525e-18,4.3615e-17,-5.0137e-18,-1.8262e-17,3.4881e-17,-1.4462e-17,-2.0008e-17,2.1369e-17,-6.1793e-18,2.1966e-18,4.2245e-17,-1.9504e-17,-3.1528e-17,1.2751e-18,-2.4318e-18
3.9035e-17,-6.8691e-18,0.040023,-3.1676e-17,-5.2363e-17,-1.9045e-17,-2.7057e-17,-2.8936e-17,-9.3886e-18,2.1707e-19,1.8161e-17,5.7374e-18,4.6171e-17,9.6144e-18,5.8145e-17,-3.303e-17,8.061e-18,2.8681e-17,6.5283e-18,-3.1677e-20,-2.8383e-17,-3.4739e-17,-3.9487e-18,-5.1491e-18,-3.5183e-17,1.6609e-17,-1.5157e-17,8.0705e-18,2.7896e-17,-5.4988e-18,1.0337e-17,7.0323e-19,-4.1087e-17,5.303e-18,7.597e-18,-7.7866e-18,-4.6795e-17,-4.019e-17,-1.821e-17,-2.8562e-17,-2.8165e-17,3.4491e-17,4.18e-17,-1.6948e-18,-7.4619e-18,-1.0057e-17,-6.1538e-18,3.6164e-17,-2.4325e-17,5.3418e-18,3.8614e-17,-7.55e-17,4.1322e-17,2.7438e-17,3.9161e-18,4.7163e-17,-7.3323e-18,3.5532e-19,4.3419e-17,-8.0385e-18,3.1462e-17,2.1864e-17,-2.1872e-17,2.085e-17,1.8821e-17,3.6678e-17,3.8134e-18,4.7839e-17,6.6569e-18,3.519e-17,-1.3216e-17,-1.7304e-17,2.2733e-17,-2.279e-17,-1.3244e-17,2.0444e-17,-6.5989e-18,1.328e-17,5.9746e-17,-5.3918e-17
1.0833e-17,-4.9992e-17,-3.1629e-17,0.040023,1.3593e-17,-6.3141e-17,-7.5749e-18,-2.616e-17,2.5892e-17,4.1066e-17,-7.2514e-17,-8.003e-19,2.6195e-17,4.9774e-17,-6.1145e-19,-4.8601e-17,3.8714e-17,-2.7677e-18,5.2351e-19,1.8383e-17,2.6153e-17,2.3262e-17,-3.106e-17,4.7212e-17,5.5551e-17,-2.0807e-17,-6.7499e-17,1.5936e-17,6.9728e-18,-2.5137e-17,1.1909e-17,3.2784e-17,1.1354e-18,3.6944e-17,3.6369e-17,-3.069e-18,5.4504e-17,-3.4197e-17,1.3697e-17,-2.0742e-17,-1.0739e-17,4.1316e-17,-7.418e-19,-9.1579e-17,-9.395e-18,3.2471e-17,2.5531e-17,-3.1479e-17,1.5266e-18,-1.8061e-17,-5.1772e-17,2.8408e-17,-2.126e-17,2.0336e-17,1.1752e-17,5.6484e-17,2.0105e-17,-2.973e-17,4.4042e-19,5.387e-18,4.1045e-17,2.1922e-17,-2.4089e-17,-1.7576e-17,-1.3931e-17,-4.2986e-17,-6.0637e-17,-1.0544e-17,1.5587e-17,-2.3573e-17,1.4095e-17,-2.3731e-17,1.9917e-18,-2.7388e-17,-2.3669e-17,4.6462e-18,6.6039e-18,1.153e-17,-4.2773e-18,-2.4136e-17
8.2894e-18,6.316e-18,-5.1814e-17,1.3592e-17,0.040023,-4.2585e-18,-6.0084e-18,2.1682e-17,4.4369e-18,-4.8932e-18,2.9359e-17,-1.2067e-17,-4.0357e-18,3.141e-17,1.7924e-18,1.4598e-17,-1.7277e-17,1.2193e-18,-7.1388e-17,1.0833e-17,-4.8178e-17,-1.0457e-17,1.0787e-17,-1.2576e-17,2.4363e-17,-4.2188e-18,-2.312e-17,-9.35e-18,3.9482e-17,-2.7299e-17,-4.1419e-17,2.3501e-17,-9.5922e-18,1.6101e-17,-1.323e-17,-1.8573e-18,2.9534e-17,8.9254e-18,-2.4828e-17,1.5531e-17,1.7321e-17,-4.7682e-17,-6.7942e-18,-9.8841e-17,-1.9262e-17,2.4465e-17,-2.8534e-17,-3.466e-17,-2.5609e-17,4.3727e-17,6.1813e-18,-2.5606e-19,-2.3104e-17,2.4107e-17,-2.5215e-17,3.7138e-17,-9.9367e-18,-3.9261e-18,3.533e-17,2.3888e-17,4.0564e-18,-2.5393e-17,-1.1115e-17,-5.954e-18,1.9176e-17,4.5268e-17,-2.2117e-17,-2.6374e-17,4.7579e-17,-2.0707e-17,4.6311e-17,-4.7647e-18,-1.3613e-17,-7.9315e-18,5.8933e-18,4.9512e-18,3.4556e-17,-2.7241e-19,-4.0547e-18,-4.4582e-18
2.5143e-17,1.2972e-17,-1.8419e-17,-6.2805e-17,-2.9698e-18,0.040023,1.9888e-18,-9.7583e-18,-1.2367e-17,3.0142e-17,-2.4314e-17,-6.9015e-17,-2.4264e-17,1.8385e-17,2.3226e-17,-2.2141e-17,-2.1811e-17,1.5257e-17,-6.9017e-17,-5.2719e-18,1.9624e-17,3.2642e-17,1.7911e-17,-1.5407e-18,3.3349e-17,-1.7259e-17,1.0986e-17,-1.3804e-17,-1.8936e-17,-4.498e-17,-2.4902e-17,6.705e-18,1.3199e-17,-3.3199e-17,-1.0974e-17,-4.0598e-17,-3.8266e-18,2.1499e-19,-2.3209e-17,-2.6916e-17,-1.4533e-17,-2.4218e-17,6.9596e-18,-2.9605e-17,-3.5743e-17,3.6853e-17,-3.1901e-17,6.9708e-18,-4.3226e-17,6.966e-17,3.2708e-17,6.8507e-17,-3.945e-18,2.4037e-18,1.7615e-17,-3.8259e-17,-4.4337e-17,3.813e-17,4.2354e-17,2.2616e-17,-3.0384e-17,-7.8412e-18,-1.5153e-17,4.525e-17,-3.0339e-17,4.5296e-17,3.305e-17,-1.1595e-17,2.6953e-17,-4.7362e-17,1.7194e-17,1.9255e-17,6.0805e-17,-2.622e-17,-1.4656e-17,3.6153e-17,2.0928e-17,-3.7595e-17,5.2357e-18,5.601e-19
1.5545e-17,7.912e-18,-2.6157e-17,-7.1902e-18,-6.4808e-18,2.1908e-18,0.040023,-2.2898e-17,-9.1325e-18,4.1082e-17,-6.6333e-17,-2.4325e-18,-2.3258e-17,-1.5373e-17,-3.7614e-17,2.6601e-18,-2.1073e-17,-4.2781e-17,-1.5926e-17,1.9232e-17,3.1694e-17,-7.5109e-18,-1.4117e-17,4.399e-17,2.5409e-17,-2.5944e-17,2.1785e-17,-6.2088e-17,-8.1438e-18,-4.3669e-17,-4.1115e-17,3.2161e-17,-3.6073e-17,6.055e-17,-4.5544e-18,3.7095e-17,1.6195e-17,2.0872e-17,1.1161e-17,-5.3356e-17,-3.7503e-17,-1.5001e-17,5.6512e-17,5.2963e-18,1.3553e-17,7.8193e-18,-2.3248e-17,-2.226e-17,-1.198e-17,-5.411e-18,-4.2058e-17,2.4839e-17,-1.8525e-17,2.6473e-17,-1.0032e-17,5.3961e-17,-7.7851e-17,1.3767e-17,4.5885e-17,3.5127e-17,-5.3545e-17,5.9761e-18,-2.3174e-17,5.0659e-17,3.8592e-17,5.1617e-17,2.2481e-17,-1.0791e-17,1.7872e-17,-5.0164e-17,8.9778e-18,3.0725e-17,-6.2918e-18,3.3274e-19,-6.3619e-17,2.4497e-18,-7.4935e-18,-2.4374e-17,3.1973e-17,-8.8014e-19
6.8122e-17,-1.0982e-17,-3.0567e-17,-2.6859e-17,2.2036e-17,-9.1194e-18,-2.3172e-17,0.040023,5.3159e-17,1.6898e-17,-1.3378e-17,-5.4617e-17,-1.7915e-17,2.5149e-17,-1.0043e-17,3.7712e-18,-4.7002e-17,2.2417e-17,-1.5541e-17,-8.5441e-18,-8.6913e-18,1.101e-17,5.1089e-18,-3.4245e-17,-1.5577e-17,-1.5215e-17,2.877e-17,-4.5839e-17,2.4414e-17,1.749e-17,-1.5814e-17,-2.7441e-19,5.1525e-18,-4.2383e-18,-2.8098e-17,-4.3754e-18,-3.7791e-18,-2.2534e-17,3.4234e-18,2.2474e-18,-5.1289e-18,-1.9227e-17,-2.1902e-17,-5.8816e-17,-2.7985e-17,2.9373e-17,-5.5363e-17,-1.0697e-17,-4.1488e-17,-3.2464e-17,4.8206e-17,-1.1467e-17,-1.1407e-17,-3.3659e-18,3.7903e-18,6.5095e-18,4.6872e-18,-1.2246e-17,2.9247e-17,7.2329e-17,-1.2573e-17,3.9876e-18,1.8983e-17,3.1484e-18,1.1963e-17,1.6188e-17,3.7765e-17,3.7818e-17,-7.818e-18,1.4665e-17,1.2703e-18,1.6348e-17,2.8372e-18,-3.188e-17,2.7454e-17,2.1316e-17,4.2524e-17,5.9384e-18,1.1339e-18,3.6564e-17
-1.0248e-16,-1.0101e-17,-9.2749e-18,2.578e-17,4.4989e-18,-1.1933e-17,-9.071e-18,5.3701e-17,0.040023,-1.9577e-17,2.1767e-17,-7.1207e-17,-3.3457e-17,-8.3177e-17,6.7858e-17,-2.216e-17,6.7876e-18,5.0319e-17,-1.5184e-17,-1.2648e-18,-2.7201e-17,-3.2508e-17,5.5426e-17,-5.0307e-17,2.7427e-17,-3.1653e-17,-7.2413e-17,3.1953e-17,9.805e-18,-2.3791e-17,-8.4276e-19,4.533e-17,7.9327e-17,-3.0448e-17,8.5124e-18,-1.427e-18,-4.6777e-17,-5.9563e-17,-1.1466e-17,5.5706e-17,-6.0821e-18,-1.2699e-17,-4.894e-17,1.5679e-17,7.9128e-18,-4.1177e-18,-7.647e-18,3.2426e-17,-6.3012e-17,1.2032e-17,-2.8183e-17,1.7819e-17,-4.4275e-17,3.3049e-17,-8.7011e-18,-4.1417e-17,1.8801e-18,5.4339e-17,6.0676e-18,-4.4077e-17,-2.8043e-17,2.6024e-17,-5.3037e-17,-7.1026e-17,1.233e-17,-2.3796e-17,2.4794e-17,-1.6649e-17,3.9576e-17,3.9974e-17,-2.4376e-17,-2.2766e-17,4.3936e-17,-4.6249e-17,3.2699e-17,-2.5205e-17,9.9606e-18,-3.0385e-17,-3.0055e-17,3.2114e-17
1.5517e-17,-9.4885e-18,6.716e-19,3.9875e-17,-5.0916e-18,2.8893e-17,4.2673e-17,1.5931e-17,-1.9587e-17,0.040023,-1.0152e-17,-1.9998e-17,-4.8275e-17,6.4076e-17,-7.961e-17,-1.3236e-17,2.9846e-18,8.5064e-18,8.5215e-17,3.0121e-17,4.2282e-18,1.4666e-17,-1.0149e-17,-1.954e-18,7.2973e-18,1.2692e-17,1.9861e-17,-2.0227e-17,4.2676e-18,5.4095e-17,-4.0902e-17,-1.6069e-17,-1.7174e-18,2.7797e-17,-2.3009e-17,4.575e-17,8.3361e-18,6.3927e-17,-2.3745e-17,4.5951e-18,-3.7283e-17,-1.2484e-17,-3.4048e-17,6.5205e-17,-2.8328e-17,-2.6956e-17,-5.9975e-17,-1.2225e-17,-5.3837e-17,-1.8417e-17,2.7233e-17,9.3604e-17,-5.467e-18,-4.7872e-17,3.321e-17,-6.1397e-17,-6.2968e-17,2.6752e-17,-2.2357e-17,-3.9318e-17,-9.3566e-18,1.645e-17,9.4155e-18,1.7475e-17,4.3246e-17,3.4372e-17,5.9712e-17,-5.112e-17,-2.1725e-17,-4.6549e-18,-3.82e-17,-6.2926e-18,5.8543e-17,4.5454e-17,-3.0722e-17,-1.1688e-18,-2.4649e-17,5.9266e-18,-2.5208e-17,2.8346e-17
